Number_of_throws;	chi2
8860;	7.3900000000e+01
8861;	9.9450000000e+01
8862;	8.0280000000e+01
8863;	1.0040000000e+02
8864;	1.1920000000e+02
8865;	9.0590000000e+01
8866;	1.1769000000e+02
8867;	9.6140000000e+01
8868;	1.0898000000e+02
8869;	1.1001000000e+02
8870;	8.9380000000e+01
8871;	9.4790000000e+01
8872;	9.9300000000e+01
8873;	1.0501000000e+02
8874;	8.1470000000e+01
8875;	8.7690000000e+01
8876;	1.0363000000e+02
8877;	9.7240000000e+01
8878;	1.1929000000e+02
8879;	9.2520000000e+01
8880;	9.6200000000e+01
8881;	9.4190000000e+01
8882;	9.1210000000e+01
8883;	1.1795000000e+02
8884;	1.1255000000e+02
8885;	9.8210000000e+01
8886;	1.0410000000e+02
8887;	1.1139000000e+02
8888;	1.0696000000e+02
8889;	6.8180000000e+01
8890;	8.3970000000e+01
8891;	1.0768000000e+02
8892;	9.7830000000e+01
8893;	9.2770000000e+01
8894;	1.0392000000e+02
8895;	8.4780000000e+01
8896;	8.6610000000e+01
8897;	1.0512000000e+02
8898;	1.0732000000e+02
8899;	9.1750000000e+01
8900;	8.9970000000e+01
8901;	9.1720000000e+01
8902;	8.2420000000e+01
8903;	9.4470000000e+01
8904;	1.1608000000e+02
8905;	9.5970000000e+01
8906;	1.2075000000e+02
8907;	9.7870000000e+01
8908;	8.3040000000e+01
8909;	1.1620000000e+02
8910;	1.0339000000e+02
8911;	1.2773000000e+02
8912;	9.5740000000e+01
8913;	1.4019000000e+02
8914;	1.1271000000e+02
8915;	8.7680000000e+01
8916;	1.0357000000e+02
8917;	9.6730000000e+01
8918;	1.0969000000e+02
8919;	1.1288000000e+02
8920;	9.4300000000e+01
8921;	1.2167000000e+02
8922;	1.1421000000e+02
8923;	1.2920000000e+02
8924;	1.1668000000e+02
8925;	1.0845000000e+02
8926;	9.8050000000e+01
8927;	9.5190000000e+01
8928;	1.1631000000e+02
8929;	7.6830000000e+01
8930;	1.1672000000e+02
8931;	8.5790000000e+01
8932;	9.4590000000e+01
8933;	9.7430000000e+01
8934;	8.8830000000e+01
8935;	7.7330000000e+01
8936;	9.1580000000e+01
8937;	9.3710000000e+01
8938;	1.1878000000e+02
8939;	1.0403000000e+02
8940;	9.4760000000e+01
8941;	9.6900000000e+01
8942;	1.2406000000e+02
8943;	1.0275000000e+02
8944;	1.0146000000e+02
8945;	1.0333000000e+02
8946;	7.6330000000e+01
8947;	1.0714000000e+02
8948;	8.1260000000e+01
8949;	9.6510000000e+01
8950;	8.9240000000e+01
8951;	9.9610000000e+01
8952;	1.0933000000e+02
8953;	9.9090000000e+01
8954;	9.0880000000e+01
8955;	9.2010000000e+01
8956;	9.2960000000e+01
8957;	8.2820000000e+01
8958;	1.0354000000e+02
8959;	8.0070000000e+01
8960;	9.3830000000e+01
8961;	9.7870000000e+01
8962;	1.3159000000e+02
8963;	8.8900000000e+01
8964;	1.0824000000e+02
8965;	1.0430000000e+02
8966;	8.0610000000e+01
8967;	1.2358000000e+02
8968;	9.8430000000e+01
8969;	8.7890000000e+01
8970;	8.4540000000e+01
8971;	1.0313000000e+02
8972;	9.3250000000e+01
8973;	9.5510000000e+01
8974;	1.1087000000e+02
8975;	9.7380000000e+01
8976;	1.1568000000e+02
8977;	8.6930000000e+01
8978;	1.0284000000e+02
8979;	1.0719000000e+02
8980;	1.0252000000e+02
8981;	9.4400000000e+01
8982;	1.0056000000e+02
8983;	1.0033000000e+02
8984;	1.0434000000e+02
8985;	1.0088000000e+02
8986;	8.3220000000e+01
8987;	9.3060000000e+01
8988;	1.2159000000e+02
8989;	1.1983000000e+02
8990;	9.3890000000e+01
8991;	8.6010000000e+01
8992;	1.0787000000e+02
8993;	1.0216000000e+02
8994;	8.9920000000e+01
8995;	8.9540000000e+01
8996;	7.8100000000e+01
8997;	1.0665000000e+02
8998;	8.6990000000e+01
8999;	1.1751000000e+02
9000;	8.9370000000e+01
9001;	8.9810000000e+01
9002;	1.0965000000e+02
9003;	6.5560000000e+01
9004;	1.1232000000e+02
9005;	9.3380000000e+01
9006;	8.6050000000e+01
9007;	7.8950000000e+01
9008;	9.1990000000e+01
9009;	9.1800000000e+01
9010;	1.0530000000e+02
9011;	1.3758000000e+02
9012;	8.9490000000e+01
9013;	7.1630000000e+01
9014;	1.0446000000e+02
9015;	9.8830000000e+01
9016;	9.6440000000e+01
9017;	8.8750000000e+01
9018;	1.0211000000e+02
9019;	8.2580000000e+01
9020;	9.1730000000e+01
9021;	9.6150000000e+01
9022;	8.1230000000e+01
9023;	8.9160000000e+01
9024;	9.6440000000e+01
9025;	1.1104000000e+02
9026;	7.8870000000e+01
9027;	7.9760000000e+01
9028;	8.4930000000e+01
9029;	9.8240000000e+01
9030;	8.2600000000e+01
9031;	1.0356000000e+02
9032;	1.1502000000e+02
9033;	1.1545000000e+02
9034;	9.3610000000e+01
9035;	8.5870000000e+01
9036;	1.1954000000e+02
9037;	1.0757000000e+02
9038;	9.6400000000e+01
9039;	8.5000000000e+01
9040;	1.0329000000e+02
9041;	1.1500000000e+02
9042;	1.1160000000e+02
9043;	9.5550000000e+01
9044;	9.7450000000e+01
9045;	1.0096000000e+02
9046;	9.6940000000e+01
9047;	1.0810000000e+02
9048;	9.2720000000e+01
9049;	8.7420000000e+01
9050;	8.2440000000e+01
9051;	9.0260000000e+01
9052;	1.1479000000e+02
9053;	7.7330000000e+01
9054;	9.9240000000e+01
9055;	7.8560000000e+01
9056;	1.0016000000e+02
9057;	1.0548000000e+02
9058;	9.4210000000e+01
9059;	1.1738000000e+02
9060;	8.8580000000e+01
9061;	1.0411000000e+02
9062;	1.2234000000e+02
9063;	1.0014000000e+02
9064;	1.3355000000e+02
9065;	9.1970000000e+01
9066;	1.1050000000e+02
9067;	9.4750000000e+01
9068;	9.6220000000e+01
9069;	1.2676000000e+02
9070;	7.9330000000e+01
9071;	9.3750000000e+01
9072;	1.3187000000e+02
9073;	1.1145000000e+02
9074;	1.0563000000e+02
9075;	1.0234000000e+02
9076;	8.7410000000e+01
9077;	9.5950000000e+01
9078;	1.0093000000e+02
9079;	9.3040000000e+01
9080;	1.1603000000e+02
9081;	1.0465000000e+02
9082;	1.2723000000e+02
9083;	8.7520000000e+01
9084;	9.9500000000e+01
9085;	1.0356000000e+02
9086;	1.1080000000e+02
9087;	9.9110000000e+01
9088;	9.7250000000e+01
9089;	7.5120000000e+01
9090;	1.0233000000e+02
9091;	9.2020000000e+01
9092;	1.2052000000e+02
9093;	1.1770000000e+02
9094;	1.0096000000e+02
9095;	1.1104000000e+02
9096;	1.0192000000e+02
9097;	1.0769000000e+02
9098;	9.0750000000e+01
9099;	8.9070000000e+01
9100;	8.2730000000e+01
9101;	8.1530000000e+01
9102;	1.0343000000e+02
9103;	8.5960000000e+01
9104;	1.2645000000e+02
9105;	9.2100000000e+01
9106;	1.1188000000e+02
9107;	9.0950000000e+01
9108;	9.1960000000e+01
9109;	8.6780000000e+01
9110;	9.1050000000e+01
9111;	7.6820000000e+01
9112;	1.0443000000e+02
9113;	1.0130000000e+02
9114;	7.6250000000e+01
9115;	1.0596000000e+02
9116;	1.1971000000e+02
9117;	8.1440000000e+01
9118;	1.2138000000e+02
9119;	1.0459000000e+02
9120;	1.2601000000e+02
9121;	9.4830000000e+01
9122;	1.1690000000e+02
9123;	8.6290000000e+01
9124;	9.8170000000e+01
9125;	9.7000000000e+01
9126;	1.0705000000e+02
9127;	8.6270000000e+01
9128;	1.1000000000e+02
9129;	1.1907000000e+02
9130;	9.0560000000e+01
9131;	9.8980000000e+01
9132;	1.1019000000e+02
9133;	1.2055000000e+02
9134;	1.0132000000e+02
9135;	8.9080000000e+01
9136;	1.0630000000e+02
9137;	1.0232000000e+02
9138;	9.7640000000e+01
9139;	8.2550000000e+01
9140;	8.7750000000e+01
9141;	1.0352000000e+02
9142;	1.2112000000e+02
9143;	9.4460000000e+01
9144;	7.8640000000e+01
9145;	8.5020000000e+01
9146;	9.9530000000e+01
9147;	9.9860000000e+01
9148;	1.1079000000e+02
9149;	1.0820000000e+02
9150;	1.1336000000e+02
9151;	1.0857000000e+02
9152;	9.3780000000e+01
9153;	7.8580000000e+01
9154;	8.0340000000e+01
9155;	1.2134000000e+02
9156;	8.5670000000e+01
9157;	8.4740000000e+01
9158;	1.0005000000e+02
9159;	9.1240000000e+01
9160;	8.8870000000e+01
9161;	9.3300000000e+01
9162;	9.6840000000e+01
9163;	8.8830000000e+01
9164;	9.3700000000e+01
9165;	8.6410000000e+01
9166;	8.6390000000e+01
9167;	9.1290000000e+01
9168;	9.1920000000e+01
9169;	1.0023000000e+02
9170;	1.0119000000e+02
9171;	8.2720000000e+01
9172;	6.1950000000e+01
9173;	8.5230000000e+01
9174;	1.0637000000e+02
9175;	9.9720000000e+01
9176;	1.2121000000e+02
9177;	8.7240000000e+01
9178;	7.9810000000e+01
9179;	1.1068000000e+02
9180;	1.0705000000e+02
9181;	8.8990000000e+01
9182;	9.2560000000e+01
9183;	8.9390000000e+01
9184;	7.5700000000e+01
9185;	1.1579000000e+02
9186;	9.9680000000e+01
9187;	7.7820000000e+01
9188;	1.0051000000e+02
9189;	1.0771000000e+02
9190;	1.1834000000e+02
9191;	8.3870000000e+01
9192;	1.0784000000e+02
9193;	1.2375000000e+02
9194;	8.7250000000e+01
9195;	8.9970000000e+01
9196;	1.2599000000e+02
9197;	1.1144000000e+02
9198;	1.2477000000e+02
9199;	1.0660000000e+02
9200;	9.8660000000e+01
9201;	8.1420000000e+01
9202;	9.2820000000e+01
9203;	6.8800000000e+01
9204;	1.1398000000e+02
9205;	9.4660000000e+01
9206;	1.0988000000e+02
9207;	9.2040000000e+01
9208;	1.0238000000e+02
9209;	1.0658000000e+02
9210;	9.6900000000e+01
9211;	8.0460000000e+01
9212;	9.6020000000e+01
9213;	8.1320000000e+01
9214;	8.7090000000e+01
9215;	1.0106000000e+02
9216;	9.6520000000e+01
9217;	9.4230000000e+01
9218;	9.4600000000e+01
9219;	1.0916000000e+02
9220;	1.3172000000e+02
9221;	8.3460000000e+01
9222;	9.6910000000e+01
9223;	1.1520000000e+02
9224;	9.4530000000e+01
9225;	9.2150000000e+01
9226;	9.0040000000e+01
9227;	1.1945000000e+02
9228;	1.0645000000e+02
9229;	1.0553000000e+02
9230;	1.1388000000e+02
9231;	1.1825000000e+02
9232;	9.6740000000e+01
9233;	1.0984000000e+02
9234;	9.4840000000e+01
9235;	7.3000000000e+01
9236;	1.0663000000e+02
9237;	9.2630000000e+01
9238;	8.4570000000e+01
9239;	1.1661000000e+02
9240;	9.6880000000e+01
9241;	1.0275000000e+02
9242;	1.0098000000e+02
9243;	8.3460000000e+01
9244;	9.9160000000e+01
9245;	1.0700000000e+02
9246;	9.2120000000e+01
9247;	8.3440000000e+01
9248;	9.3650000000e+01
9249;	1.0533000000e+02
9250;	1.2676000000e+02
9251;	8.3980000000e+01
9252;	9.8260000000e+01
9253;	1.2513000000e+02
9254;	1.0714000000e+02
9255;	1.0653000000e+02
9256;	8.3020000000e+01
9257;	1.0111000000e+02
9258;	1.0404000000e+02
9259;	1.0003000000e+02
9260;	1.0892000000e+02
9261;	1.1896000000e+02
9262;	7.6870000000e+01
9263;	1.0111000000e+02
9264;	1.0505000000e+02
9265;	1.0378000000e+02
9266;	1.0252000000e+02
9267;	1.0177000000e+02
9268;	9.3790000000e+01
9269;	8.1000000000e+01
9270;	8.9160000000e+01
9271;	1.1037000000e+02
9272;	9.8570000000e+01
9273;	9.6250000000e+01
9274;	1.0572000000e+02
9275;	1.2237000000e+02
9276;	8.8550000000e+01
9277;	1.0238000000e+02
9278;	1.1083000000e+02
9279;	1.1425000000e+02
9280;	8.9670000000e+01
9281;	1.0487000000e+02
9282;	9.4910000000e+01
9283;	9.8850000000e+01
9284;	8.4520000000e+01
9285;	1.1338000000e+02
9286;	1.1699000000e+02
9287;	1.1044000000e+02
9288;	8.5430000000e+01
9289;	9.0820000000e+01
9290;	1.0805000000e+02
9291;	1.0484000000e+02
9292;	8.9520000000e+01
9293;	1.0034000000e+02
9294;	1.0084000000e+02
9295;	1.0476000000e+02
9296;	9.0580000000e+01
9297;	8.6140000000e+01
9298;	9.2750000000e+01
9299;	1.0231000000e+02
9300;	1.1375000000e+02
9301;	1.2344000000e+02
9302;	9.4770000000e+01
9303;	1.0110000000e+02
9304;	1.0880000000e+02
9305;	7.9480000000e+01
9306;	1.1039000000e+02
9307;	9.8430000000e+01
9308;	1.0745000000e+02
9309;	1.0423000000e+02
9310;	1.0050000000e+02
9311;	1.1519000000e+02
9312;	9.4570000000e+01
9313;	8.3340000000e+01
9314;	1.2201000000e+02
9315;	1.3079000000e+02
9316;	1.0897000000e+02
9317;	1.2250000000e+02
9318;	1.0500000000e+02
9319;	1.0471000000e+02
9320;	6.2920000000e+01
9321;	9.8830000000e+01
9322;	8.9430000000e+01
9323;	1.2309000000e+02
9324;	1.0068000000e+02
9325;	1.3764000000e+02
9326;	1.3416000000e+02
9327;	1.1297000000e+02
9328;	1.1018000000e+02
9329;	1.0148000000e+02
9330;	1.1212000000e+02
9331;	7.9140000000e+01
9332;	8.9560000000e+01
9333;	9.7970000000e+01
9334;	1.0477000000e+02
9335;	9.5640000000e+01
9336;	8.6790000000e+01
9337;	1.1462000000e+02
9338;	8.6890000000e+01
9339;	8.6760000000e+01
9340;	1.1097000000e+02
9341;	8.8670000000e+01
9342;	8.4080000000e+01
9343;	9.0740000000e+01
9344;	8.4250000000e+01
9345;	1.1281000000e+02
9346;	8.7650000000e+01
9347;	1.0611000000e+02
9348;	9.7090000000e+01
9349;	1.0033000000e+02
9350;	1.0639000000e+02
9351;	1.0592000000e+02
9352;	1.1406000000e+02
9353;	1.0758000000e+02
9354;	1.0268000000e+02
9355;	1.1394000000e+02
9356;	9.1620000000e+01
9357;	7.9670000000e+01
9358;	1.1563000000e+02
9359;	1.1005000000e+02
9360;	1.0132000000e+02
9361;	1.0100000000e+02
9362;	1.1735000000e+02
9363;	9.4100000000e+01
9364;	9.7950000000e+01
9365;	8.3810000000e+01
9366;	1.0112000000e+02
9367;	8.3320000000e+01
9368;	8.8640000000e+01
9369;	1.2168000000e+02
9370;	8.8630000000e+01
9371;	1.1219000000e+02
9372;	9.4100000000e+01
9373;	8.7020000000e+01
9374;	1.0466000000e+02
9375;	9.3500000000e+01
9376;	7.7880000000e+01
9377;	9.0950000000e+01
9378;	1.0961000000e+02
9379;	1.0330000000e+02
9380;	1.0074000000e+02
9381;	7.6620000000e+01
9382;	7.8650000000e+01
9383;	8.9040000000e+01
9384;	9.2650000000e+01
9385;	1.0625000000e+02
9386;	1.0661000000e+02
9387;	1.0642000000e+02
9388;	8.7060000000e+01
9389;	8.7120000000e+01
9390;	9.4760000000e+01
9391;	1.1595000000e+02
9392;	7.9140000000e+01
9393;	1.2077000000e+02
9394;	9.9780000000e+01
9395;	1.1888000000e+02
9396;	1.3029000000e+02
9397;	9.8480000000e+01
9398;	1.0397000000e+02
9399;	8.4550000000e+01
9400;	1.1030000000e+02
9401;	1.0949000000e+02
9402;	1.0127000000e+02
9403;	8.2070000000e+01
9404;	9.9350000000e+01
9405;	1.0950000000e+02
9406;	9.0890000000e+01
9407;	1.1081000000e+02
9408;	8.1300000000e+01
9409;	1.0172000000e+02
9410;	9.6740000000e+01
9411;	9.2770000000e+01
9412;	9.0790000000e+01
9413;	1.0936000000e+02
9414;	8.7070000000e+01
9415;	9.8870000000e+01
9416;	1.0367000000e+02
9417;	7.8790000000e+01
9418;	8.3280000000e+01
9419;	6.9170000000e+01
9420;	9.2560000000e+01
9421;	1.0866000000e+02
9422;	8.1840000000e+01
9423;	9.7760000000e+01
9424;	1.0997000000e+02
9425;	8.9080000000e+01
9426;	8.2700000000e+01
9427;	8.9440000000e+01
9428;	1.1645000000e+02
9429;	9.5590000000e+01
9430;	1.0704000000e+02
9431;	1.0382000000e+02
9432;	8.9270000000e+01
9433;	9.6290000000e+01
9434;	1.1708000000e+02
9435;	9.6440000000e+01
9436;	8.9500000000e+01
9437;	1.2321000000e+02
9438;	9.8490000000e+01
9439;	1.1372000000e+02
9440;	1.2115000000e+02
9441;	1.0177000000e+02
9442;	1.1274000000e+02
9443;	1.0862000000e+02
9444;	6.6070000000e+01
9445;	1.2439000000e+02
9446;	9.2630000000e+01
9447;	7.5290000000e+01
9448;	1.0311000000e+02
9449;	9.4190000000e+01
9450;	1.1548000000e+02
9451;	9.1440000000e+01
9452;	9.8300000000e+01
9453;	8.4660000000e+01
9454;	8.6530000000e+01
9455;	1.0367000000e+02
9456;	9.3330000000e+01
9457;	9.8410000000e+01
9458;	8.2100000000e+01
9459;	1.0585000000e+02
9460;	1.0185000000e+02
9461;	9.5080000000e+01
9462;	7.9940000000e+01
9463;	9.6050000000e+01
9464;	1.0439000000e+02
9465;	9.8760000000e+01
9466;	1.0246000000e+02
9467;	9.8420000000e+01
9468;	1.0259000000e+02
9469;	7.3080000000e+01
9470;	1.0449000000e+02
9471;	1.0016000000e+02
9472;	1.2445000000e+02
9473;	1.0281000000e+02
9474;	1.0105000000e+02
9475;	1.0172000000e+02
9476;	1.0728000000e+02
9477;	8.8310000000e+01
9478;	9.9780000000e+01
9479;	1.0296000000e+02
9480;	9.2350000000e+01
9481;	1.0860000000e+02
9482;	9.7860000000e+01
9483;	1.0912000000e+02
9484;	9.9390000000e+01
9485;	8.1580000000e+01
9486;	1.1069000000e+02
9487;	1.1191000000e+02
9488;	1.0164000000e+02
9489;	1.1994000000e+02
9490;	9.5280000000e+01
9491;	1.1531000000e+02
9492;	1.0696000000e+02
9493;	1.1233000000e+02
9494;	9.2520000000e+01
9495;	1.1840000000e+02
9496;	1.2500000000e+02
9497;	9.0190000000e+01
9498;	8.9890000000e+01
9499;	8.5670000000e+01
9500;	1.0527000000e+02
9501;	1.0755000000e+02
9502;	1.1625000000e+02
9503;	7.1460000000e+01
9504;	1.0693000000e+02
9505;	8.7380000000e+01
9506;	1.0551000000e+02
9507;	1.1804000000e+02
9508;	1.1484000000e+02
9509;	1.1040000000e+02
9510;	1.1967000000e+02
9511;	8.9790000000e+01
9512;	1.0097000000e+02
9513;	7.6180000000e+01
9514;	1.0228000000e+02
9515;	1.0087000000e+02
9516;	7.8260000000e+01
9517;	8.1990000000e+01
9518;	9.4340000000e+01
9519;	1.0030000000e+02
9520;	8.4690000000e+01
9521;	8.9020000000e+01
9522;	8.9080000000e+01
9523;	1.1147000000e+02
9524;	1.0772000000e+02
9525;	9.7400000000e+01
9526;	9.4440000000e+01
9527;	9.5860000000e+01
9528;	9.3140000000e+01
9529;	9.5690000000e+01
9530;	1.0636000000e+02
9531;	9.2830000000e+01
9532;	1.0530000000e+02
9533;	9.6570000000e+01
9534;	8.6760000000e+01
9535;	1.0882000000e+02
9536;	1.0430000000e+02
9537;	9.1090000000e+01
9538;	9.8450000000e+01
9539;	9.6040000000e+01
9540;	1.3475000000e+02
9541;	1.1045000000e+02
9542;	1.0817000000e+02
9543;	1.0283000000e+02
9544;	8.5150000000e+01
9545;	1.0842000000e+02
9546;	8.6880000000e+01
9547;	9.2060000000e+01
9548;	8.4550000000e+01
9549;	9.3660000000e+01
9550;	9.4340000000e+01
9551;	1.0258000000e+02
9552;	1.2269000000e+02
9553;	8.9120000000e+01
9554;	1.1299000000e+02
9555;	9.4540000000e+01
9556;	8.2330000000e+01
9557;	8.6610000000e+01
9558;	8.5830000000e+01
9559;	1.1517000000e+02
9560;	1.0771000000e+02
9561;	8.6240000000e+01
9562;	8.5120000000e+01
9563;	9.2800000000e+01
9564;	9.5430000000e+01
9565;	9.3080000000e+01
9566;	8.5820000000e+01
9567;	1.0248000000e+02
9568;	1.1261000000e+02
9569;	9.2910000000e+01
9570;	1.1484000000e+02
9571;	9.0500000000e+01
9572;	9.1540000000e+01
9573;	8.2390000000e+01
9574;	9.0270000000e+01
9575;	1.3796000000e+02
9576;	9.8160000000e+01
9577;	8.0920000000e+01
9578;	7.6820000000e+01
9579;	8.6650000000e+01
9580;	7.3790000000e+01
9581;	1.2875000000e+02
9582;	9.0050000000e+01
9583;	1.1167000000e+02
9584;	1.1287000000e+02
9585;	1.0664000000e+02
9586;	9.9180000000e+01
9587;	1.1900000000e+02
9588;	9.1650000000e+01
9589;	1.0181000000e+02
9590;	8.6820000000e+01
9591;	8.3700000000e+01
9592;	9.2550000000e+01
9593;	1.0695000000e+02
9594;	1.0467000000e+02
9595;	7.4620000000e+01
9596;	9.5050000000e+01
9597;	9.7500000000e+01
9598;	9.7480000000e+01
9599;	9.8750000000e+01
9600;	1.0656000000e+02
9601;	1.0460000000e+02
9602;	9.5670000000e+01
9603;	8.1520000000e+01
9604;	1.0155000000e+02
9605;	8.4480000000e+01
9606;	8.2170000000e+01
9607;	8.3360000000e+01
9608;	1.4145000000e+02
9609;	9.8710000000e+01
9610;	1.0345000000e+02
9611;	1.1167000000e+02
9612;	1.1148000000e+02
9613;	1.1612000000e+02
9614;	1.0559000000e+02
9615;	1.2618000000e+02
9616;	7.7050000000e+01
9617;	8.5260000000e+01
9618;	1.1917000000e+02
9619;	1.1419000000e+02
9620;	7.8810000000e+01
9621;	8.8170000000e+01
9622;	9.3780000000e+01
9623;	7.8980000000e+01
9624;	1.1645000000e+02
9625;	1.1700000000e+02
9626;	8.3880000000e+01
9627;	8.5680000000e+01
9628;	8.9470000000e+01
9629;	8.6200000000e+01
9630;	1.2626000000e+02
9631;	1.2508000000e+02
9632;	9.9910000000e+01
9633;	9.2950000000e+01
9634;	8.5630000000e+01
9635;	9.5600000000e+01
9636;	9.4600000000e+01
9637;	1.4078000000e+02
9638;	8.8100000000e+01
9639;	9.3080000000e+01
9640;	1.0519000000e+02
9641;	8.8340000000e+01
9642;	8.3590000000e+01
9643;	7.9470000000e+01
9644;	8.5590000000e+01
9645;	8.7380000000e+01
9646;	9.8050000000e+01
9647;	7.9490000000e+01
9648;	8.6460000000e+01
9649;	8.2410000000e+01
9650;	9.1610000000e+01
9651;	9.9730000000e+01
9652;	8.6410000000e+01
9653;	1.0757000000e+02
9654;	1.1282000000e+02
9655;	1.1187000000e+02
9656;	7.2750000000e+01
9657;	1.0523000000e+02
9658;	9.5990000000e+01
9659;	9.2600000000e+01
9660;	9.2100000000e+01
9661;	1.2014000000e+02
9662;	1.2033000000e+02
9663;	9.8470000000e+01
9664;	1.1284000000e+02
9665;	8.8080000000e+01
9666;	9.9040000000e+01
9667;	1.3499000000e+02
9668;	1.0368000000e+02
9669;	8.9920000000e+01
9670;	1.1608000000e+02
9671;	1.0014000000e+02
9672;	8.6180000000e+01
9673;	1.2412000000e+02
9674;	1.1582000000e+02
9675;	1.2440000000e+02
9676;	8.8180000000e+01
9677;	1.0825000000e+02
9678;	7.9990000000e+01
9679;	9.5030000000e+01
9680;	8.3870000000e+01
9681;	1.1532000000e+02
9682;	8.9280000000e+01
9683;	7.8450000000e+01
9684;	1.0767000000e+02
9685;	9.8080000000e+01
9686;	1.1786000000e+02
9687;	1.2691000000e+02
9688;	8.8900000000e+01
9689;	9.3590000000e+01
9690;	8.9150000000e+01
9691;	7.2570000000e+01
9692;	1.2496000000e+02
9693;	9.3920000000e+01
9694;	6.8900000000e+01
9695;	8.8700000000e+01
9696;	1.0455000000e+02
9697;	7.2870000000e+01
9698;	1.0060000000e+02
9699;	9.9820000000e+01
9700;	8.5870000000e+01
9701;	1.0270000000e+02
9702;	8.1390000000e+01
9703;	9.9410000000e+01
9704;	7.6790000000e+01
9705;	8.7840000000e+01
9706;	9.1730000000e+01
9707;	1.0306000000e+02
9708;	9.2550000000e+01
9709;	7.9240000000e+01
9710;	1.1504000000e+02
9711;	8.6430000000e+01
9712;	1.1651000000e+02
9713;	7.8270000000e+01
9714;	1.1018000000e+02
9715;	1.1146000000e+02
9716;	7.9170000000e+01
9717;	9.9760000000e+01
9718;	1.1305000000e+02
9719;	1.2528000000e+02
9720;	9.4910000000e+01
9721;	1.0458000000e+02
9722;	8.6610000000e+01
9723;	9.0160000000e+01
9724;	8.9800000000e+01
9725;	1.1975000000e+02
9726;	9.0370000000e+01
9727;	1.0013000000e+02
9728;	1.0796000000e+02
9729;	9.2150000000e+01
9730;	1.0209000000e+02
9731;	1.0330000000e+02
9732;	9.6570000000e+01
9733;	1.1283000000e+02
9734;	9.6950000000e+01
9735;	8.2720000000e+01
9736;	8.2640000000e+01
9737;	8.8870000000e+01
9738;	9.9820000000e+01
9739;	1.1300000000e+02
9740;	1.0677000000e+02
9741;	1.0503000000e+02
9742;	7.2110000000e+01
9743;	9.7060000000e+01
9744;	1.0487000000e+02
9745;	1.2968000000e+02
9746;	7.6060000000e+01
9747;	9.0010000000e+01
9748;	8.9890000000e+01
9749;	8.6860000000e+01
9750;	1.0296000000e+02
9751;	8.1220000000e+01
9752;	1.1454000000e+02
9753;	1.1940000000e+02
9754;	7.4880000000e+01
9755;	9.7250000000e+01
9756;	1.1262000000e+02
9757;	9.5260000000e+01
9758;	8.7440000000e+01
9759;	9.7180000000e+01
9760;	9.9360000000e+01
9761;	8.0370000000e+01
9762;	7.7660000000e+01
9763;	1.2234000000e+02
9764;	1.2832000000e+02
9765;	1.0797000000e+02
9766;	1.1041000000e+02
9767;	9.8670000000e+01
9768;	1.0140000000e+02
9769;	1.0401000000e+02
9770;	9.5460000000e+01
9771;	9.4400000000e+01
9772;	1.0975000000e+02
9773;	1.0102000000e+02
9774;	1.1164000000e+02
9775;	1.1328000000e+02
9776;	8.8850000000e+01
9777;	1.1447000000e+02
9778;	1.4112000000e+02
9779;	9.7740000000e+01
9780;	1.0842000000e+02
9781;	8.7850000000e+01
9782;	8.8810000000e+01
9783;	1.1876000000e+02
9784;	9.9370000000e+01
9785;	8.9400000000e+01
9786;	9.4680000000e+01
9787;	1.0372000000e+02
9788;	8.7470000000e+01
9789;	7.7190000000e+01
9790;	1.0699000000e+02
9791;	8.8190000000e+01
9792;	9.7070000000e+01
9793;	1.0956000000e+02
9794;	1.2551000000e+02
9795;	1.1138000000e+02
9796;	6.9350000000e+01
9797;	8.5770000000e+01
9798;	7.5840000000e+01
9799;	8.7770000000e+01
9800;	8.0180000000e+01
9801;	1.0556000000e+02
9802;	9.7960000000e+01
9803;	9.8800000000e+01
9804;	1.1071000000e+02
9805;	1.0302000000e+02
9806;	1.0618000000e+02
9807;	8.2930000000e+01
9808;	1.2276000000e+02
9809;	1.0910000000e+02
9810;	1.0020000000e+02
9811;	1.0416000000e+02
9812;	8.1630000000e+01
9813;	9.8400000000e+01
9814;	9.5910000000e+01
9815;	1.0200000000e+02
9816;	1.0606000000e+02
9817;	9.3280000000e+01
