Exp_N=1;	Exp_N=2;	Exp_N=10;	Exp_N=100
7.23739e-01;	1.25238e+00;	7.97131e-01;	9.71939e-01
7.60269e-01;	7.25378e-01;	3.58994e-01;	1.01511e+00
1.26312e+00;	6.78321e-01;	1.09975e+00;	9.52896e-01
2.04788e-01;	8.39698e-01;	1.15665e+00;	9.73615e-01
2.08812e+00;	5.97681e-01;	1.07926e+00;	1.01135e+00
1.46041e-01;	1.89233e+00;	5.72309e-01;	9.73926e-01
3.80527e-01;	2.68686e-01;	5.84129e-01;	1.08949e+00
2.93294e+00;	4.97325e-01;	1.07489e+00;	8.96238e-01
7.25997e-01;	1.95130e+00;	9.90134e-01;	1.15108e+00
1.75591e+00;	1.74896e-01;	8.23829e-01;	1.07880e+00
6.61077e-01;	2.61178e-01;	7.68845e-01;	9.20216e-01
3.08834e+00;	3.72020e-01;	6.07088e-01;	9.97297e-01
2.50105e-01;	7.20455e-01;	7.64745e-01;	9.40051e-01
2.37528e-02;	1.20104e-01;	8.17395e-01;	1.08547e+00
3.91320e-03;	8.48797e-02;	8.27717e-01;	1.16814e+00
3.63981e-01;	2.37129e-01;	7.79940e-01;	9.50886e-01
3.05695e-01;	2.25451e-01;	1.31807e+00;	1.05442e+00
4.72678e-01;	1.18614e+00;	7.82045e-01;	1.04523e+00
3.93736e-01;	8.67790e-01;	8.66847e-01;	1.08741e+00
1.00081e+00;	8.20955e-01;	8.63537e-01;	1.14634e+00
1.87681e+00;	1.58389e+00;	1.26759e+00;	7.93785e-01
2.36509e-01;	2.63147e+00;	1.40088e+00;	1.02460e+00
1.79845e-01;	1.03906e+00;	1.35909e+00;	8.04528e-01
3.14239e-01;	6.36193e-01;	1.07463e+00;	1.28023e+00
2.00227e+00;	1.56155e-01;	1.00279e+00;	9.50955e-01
2.58043e+00;	9.36261e-01;	1.11160e+00;	9.29101e-01
1.27556e+00;	3.41159e+00;	7.34854e-01;	1.02021e+00
7.34583e-01;	1.64475e+00;	7.41460e-01;	1.17083e+00
1.86379e+00;	1.07263e-01;	8.92315e-01;	1.00277e+00
9.75493e-01;	3.29957e-01;	5.34783e-01;	1.17624e+00
3.61922e-01;	1.04552e+00;	9.20218e-01;	8.86803e-01
6.45979e-01;	7.80789e-01;	5.66906e-01;	1.03595e+00
1.71318e+00;	2.99482e-01;	1.15246e+00;	9.49643e-01
1.87217e+00;	7.48886e-01;	6.45297e-01;	1.14529e+00
2.13819e-01;	4.81653e-01;	9.82556e-01;	1.00661e+00
2.86239e+00;	7.82949e-01;	1.25298e+00;	1.01945e+00
1.09361e+00;	1.25000e+00;	5.72492e-01;	1.02399e+00
1.07492e+00;	8.05660e-01;	7.57760e-01;	8.94669e-01
2.98168e+00;	1.48338e+00;	7.97764e-01;	1.01523e+00
7.39573e-01;	1.48392e+00;	1.15181e+00;	1.10397e+00
4.48847e-02;	2.32705e+00;	9.66059e-01;	1.06290e+00
1.69744e+00;	7.99979e-01;	9.89099e-01;	9.40928e-01
5.77296e-01;	1.30905e+00;	1.51325e+00;	1.03248e+00
2.76347e-02;	6.00923e-01;	6.07730e-01;	9.43426e-01
7.05606e-01;	4.17991e-01;	9.20560e-01;	9.32111e-01
1.13595e+00;	6.92378e-01;	9.69666e-01;	1.09292e+00
9.23835e-01;	6.47216e-01;	6.74470e-01;	1.13773e+00
3.90042e+00;	6.92369e-01;	1.56217e+00;	9.92064e-01
1.73227e-01;	7.26195e-01;	1.20851e+00;	8.33980e-01
2.09242e-01;	7.18355e-01;	9.30434e-01;	8.94434e-01
1.83597e-01;	1.09251e+00;	6.70472e-01;	9.61965e-01
1.12695e+00;	4.08767e+00;	1.82140e+00;	9.06671e-01
6.55040e-01;	1.85407e-01;	1.59252e+00;	9.61940e-01
4.01001e-02;	1.16885e+00;	1.01486e+00;	8.29037e-01
4.34834e-01;	6.08319e-01;	1.24755e+00;	9.91164e-01
4.73052e-01;	1.57103e+00;	6.95591e-01;	1.08272e+00
1.42774e+00;	6.77482e-01;	8.07241e-01;	1.26761e+00
1.40154e-01;	2.12501e+00;	7.02083e-01;	1.16630e+00
2.54358e-01;	4.08228e-01;	1.11863e+00;	8.99740e-01
1.82312e+00;	1.05034e+00;	1.34780e+00;	8.70738e-01
3.02440e+00;	2.87405e-01;	7.33113e-01;	1.12512e+00
4.27148e-02;	1.95743e+00;	9.35517e-01;	9.95054e-01
3.50689e-01;	1.81833e-01;	1.22294e+00;	1.03593e+00
2.26846e-01;	8.81200e-01;	1.05652e+00;	8.82500e-01
1.21082e+00;	1.39970e+00;	9.37406e-01;	1.06653e+00
6.42533e-01;	5.79742e-02;	1.38795e+00;	1.01794e+00
7.86517e-01;	3.83658e-01;	8.38452e-01;	1.02504e+00
2.20786e+00;	1.09273e+00;	6.05034e-01;	1.17270e+00
5.48987e-01;	6.77695e-01;	8.20916e-01;	1.00410e+00
1.67875e+00;	4.49403e-01;	1.23890e+00;	1.10343e+00
3.38315e-01;	1.87083e+00;	7.82832e-01;	1.27800e+00
9.53727e-01;	1.53318e-01;	9.63762e-01;	9.20847e-01
8.51204e-01;	1.22369e+00;	6.19933e-01;	1.08138e+00
6.66116e-02;	2.55967e+00;	7.65140e-01;	8.86918e-01
1.39241e+00;	7.26182e-01;	6.56592e-01;	9.83770e-01
7.24748e-02;	1.72343e-01;	5.05806e-01;	9.25430e-01
1.53641e-01;	1.69987e+00;	1.21481e+00;	9.97521e-01
1.15032e+00;	5.70772e-01;	1.29337e+00;	9.71664e-01
2.21943e-01;	3.70103e-01;	1.60918e+00;	9.23772e-01
1.10121e+00;	1.25282e+00;	7.14681e-01;	1.07954e+00
6.30955e-01;	3.08262e-01;	7.71160e-01;	9.71036e-01
2.23075e-01;	1.42036e+00;	9.50239e-01;	1.09522e+00
1.58442e+00;	1.62614e-01;	1.04842e+00;	1.02661e+00
7.12876e-01;	8.01321e-01;	1.17519e+00;	9.42440e-01
2.08029e-01;	6.12428e-01;	8.63336e-01;	9.55968e-01
1.42525e-01;	1.41116e-01;	8.76770e-01;	9.19087e-01
2.11453e+00;	4.46109e-01;	1.58607e+00;	1.01820e+00
5.60218e-01;	1.22377e+00;	1.53768e+00;	1.06427e+00
2.62159e+00;	2.14234e-01;	8.95860e-01;	8.51405e-01
6.05988e-01;	5.29907e-01;	7.73700e-01;	8.68133e-01
2.52596e+00;	4.16760e-01;	1.21506e+00;	1.06024e+00
5.15225e-01;	2.37187e+00;	1.70762e+00;	1.21934e+00
2.23330e-01;	5.77135e-01;	1.07748e+00;	7.86206e-01
1.75348e+00;	5.70634e-01;	7.70330e-01;	9.72970e-01
3.36328e-01;	9.12865e-01;	9.09982e-01;	1.06128e+00
3.87929e-01;	1.26990e+00;	5.82140e-01;	9.85295e-01
6.57359e-01;	1.07931e+00;	7.38061e-01;	1.22501e+00
1.87640e+00;	4.63795e-01;	1.02860e+00;	1.01586e+00
6.40376e-01;	4.17818e-01;	6.82693e-01;	1.05989e+00
3.79424e-01;	1.78392e+00;	1.20287e+00;	8.63214e-01
1.95189e-01;	1.86677e+00;	1.04196e+00;	1.10340e+00
9.73645e-01;	1.19033e+00;	8.58360e-01;	8.54505e-01
2.29654e+00;	1.92748e-01;	9.28925e-01;	1.14734e+00
6.29712e-01;	1.05415e+00;	7.84265e-01;	1.07808e+00
9.56314e-01;	4.86829e-01;	9.09876e-01;	1.06283e+00
2.40517e+00;	6.39695e-01;	8.03049e-01;	1.19968e+00
8.31619e-01;	7.78878e-01;	5.61700e-01;	9.01060e-01
7.86943e-01;	9.75169e-01;	9.32982e-01;	1.08107e+00
1.41375e+00;	1.59396e-01;	8.99648e-01;	1.01164e+00
1.39604e+00;	5.48207e-01;	1.45117e+00;	9.18058e-01
5.86523e-01;	1.59550e-01;	8.76364e-01;	1.14669e+00
1.09053e+00;	4.57078e-01;	1.54378e+00;	1.07287e+00
1.77648e-01;	2.92119e+00;	8.66378e-01;	8.96476e-01
1.37031e+00;	2.21577e+00;	1.00022e+00;	9.73710e-01
6.01238e-01;	5.91272e-01;	1.24709e+00;	9.42581e-01
1.33257e+00;	7.04838e-01;	4.27440e-01;	1.05176e+00
3.24631e-01;	2.44887e-01;	1.00557e+00;	9.39899e-01
1.03689e+00;	9.42130e-01;	7.01142e-01;	9.79649e-01
1.89705e-01;	9.81541e-01;	4.48014e-01;	1.02222e+00
2.61156e+00;	5.64085e-01;	9.20983e-01;	1.12138e+00
1.61611e-01;	7.49098e-01;	1.08878e+00;	1.11137e+00
9.97538e-01;	7.57593e-01;	7.04158e-01;	8.57436e-01
1.01627e+00;	9.44971e-01;	1.25106e+00;	1.08842e+00
1.48094e+00;	8.79385e-01;	1.49512e+00;	1.15944e+00
8.39242e-01;	1.11979e+00;	4.83795e-01;	8.67379e-01
2.28627e-02;	3.85242e-01;	1.08997e+00;	9.15048e-01
8.03565e-01;	1.65170e+00;	1.07766e+00;	9.75060e-01
3.00446e-01;	8.37481e-01;	6.64255e-01;	1.16409e+00
2.51947e+00;	4.44491e-01;	1.03479e+00;	8.46561e-01
1.38754e-01;	4.16289e-01;	1.07708e+00;	9.86368e-01
1.73199e-01;	1.56431e+00;	8.25505e-01;	1.04574e+00
1.27854e-01;	6.37965e-01;	1.05004e+00;	1.26101e+00
2.20414e+00;	5.84648e-01;	9.06276e-01;	1.00564e+00
4.90438e-02;	3.95061e-01;	1.01849e+00;	1.09862e+00
1.60751e-02;	3.19144e+00;	5.25231e-01;	1.01241e+00
6.96847e-01;	1.38803e+00;	9.42515e-01;	1.04545e+00
9.96159e-03;	1.30471e+00;	7.41309e-01;	9.44066e-01
3.49790e-02;	5.42692e-01;	7.85907e-01;	9.94464e-01
3.38140e-01;	1.72893e+00;	7.82617e-01;	9.18787e-01
6.54925e-01;	6.00693e-01;	1.14309e+00;	1.12814e+00
1.33507e+00;	2.16490e+00;	8.99513e-01;	1.08519e+00
4.55898e-01;	1.80707e+00;	1.09904e+00;	1.22171e+00
1.08108e+00;	3.34254e-01;	9.49938e-01;	9.79600e-01
1.19691e+00;	2.10269e-01;	9.55302e-01;	1.07790e+00
1.13824e+00;	1.37249e-01;	9.92369e-01;	1.02634e+00
1.31009e+00;	3.91893e-01;	1.36869e+00;	8.79744e-01
3.55670e+00;	1.23024e+00;	1.33462e+00;	1.14767e+00
1.11202e+00;	1.19634e+00;	5.92773e-01;	9.67467e-01
3.75714e-01;	3.10922e+00;	8.92862e-01;	9.19510e-01
2.03128e+00;	1.33608e+00;	9.55267e-01;	1.09450e+00
2.65761e-01;	1.21504e+00;	8.95281e-01;	1.06123e+00
6.81870e-01;	3.99633e-01;	1.15282e+00;	9.76786e-01
3.05724e-01;	1.64385e+00;	7.82446e-01;	1.03933e+00
1.57013e+00;	2.07012e-01;	7.11386e-01;	1.11126e+00
1.32426e+00;	2.95993e-01;	9.56657e-01;	9.51920e-01
1.86170e-01;	1.05013e+00;	1.29073e+00;	1.07205e+00
5.12986e-01;	1.52985e+00;	1.09095e+00;	9.36628e-01
3.35796e+00;	5.69761e-01;	1.01829e+00;	1.00310e+00
8.29217e-01;	1.45109e+00;	1.01642e+00;	1.12568e+00
8.03149e-01;	1.13774e+00;	8.09231e-01;	1.03838e+00
8.66897e-01;	9.99409e-01;	1.30913e+00;	9.22589e-01
1.59036e+00;	6.53037e-01;	9.84883e-01;	9.39258e-01
5.75750e-01;	5.97817e-01;	8.84551e-01;	7.87716e-01
1.28640e+00;	8.47526e-01;	1.05729e+00;	1.06866e+00
7.76031e-02;	2.45474e-01;	5.75544e-01;	9.73009e-01
1.43052e-02;	7.19708e-01;	1.47215e+00;	9.03537e-01
1.25839e+00;	4.74864e-01;	7.66131e-01;	9.20136e-01
2.15282e+00;	5.63112e-01;	1.16134e+00;	1.01019e+00
7.09336e-01;	7.82795e-01;	8.63579e-01;	9.88484e-01
5.34237e-01;	1.91552e+00;	1.26740e+00;	1.00254e+00
4.78716e-01;	9.65547e-01;	1.13849e+00;	1.03880e+00
1.63796e+00;	9.17908e-01;	8.05161e-01;	9.22958e-01
2.68945e-01;	7.78351e-01;	1.14111e+00;	9.89850e-01
4.89702e-01;	8.26485e-01;	1.14672e+00;	1.07694e+00
8.14072e-01;	2.53398e+00;	8.56280e-01;	1.06230e+00
4.95539e-01;	1.44055e+00;	8.34300e-01;	1.04479e+00
7.82136e-01;	4.28872e-01;	9.58414e-01;	1.17598e+00
2.20688e+00;	2.73353e+00;	6.08900e-01;	9.09119e-01
6.71385e-01;	4.76760e-01;	1.45191e+00;	9.40720e-01
7.73199e-01;	5.34284e-01;	9.91265e-01;	1.07248e+00
3.77167e-01;	8.01708e-01;	9.49339e-01;	1.00684e+00
4.82030e-01;	1.39059e+00;	3.58703e-01;	8.95317e-01
1.96882e-01;	1.56136e+00;	7.54750e-01;	9.25776e-01
1.10756e+00;	6.49109e-01;	5.09736e-01;	1.10619e+00
1.01211e+00;	2.90267e+00;	1.22672e+00;	9.25887e-01
3.97922e+00;	8.48766e-01;	7.91115e-01;	8.93317e-01
4.27218e-02;	1.27017e+00;	8.07847e-01;	9.80381e-01
3.55480e+00;	3.97114e+00;	1.44175e+00;	9.85102e-01
9.67894e-01;	4.79961e-01;	9.96292e-01;	9.43334e-01
2.33490e+00;	3.08407e-01;	1.73001e+00;	9.15847e-01
1.10217e+00;	3.36763e+00;	9.18249e-01;	8.91689e-01
5.08873e-01;	1.99173e+00;	9.83947e-01;	1.08079e+00
3.42922e+00;	2.37700e+00;	6.18121e-01;	8.94424e-01
4.12052e-01;	5.89290e-01;	1.15536e+00;	1.19478e+00
3.62592e-01;	5.85337e-01;	7.50882e-01;	7.82885e-01
3.54406e-01;	5.24658e-01;	9.59000e-01;	1.06933e+00
1.74269e+00;	6.18021e-01;	9.79630e-01;	9.87952e-01
5.73264e-01;	2.68797e-01;	1.44827e+00;	1.05890e+00
8.20298e-02;	7.90012e-01;	1.14423e+00;	9.65521e-01
3.34972e-01;	1.64796e+00;	8.13210e-01;	1.08174e+00
4.90198e-01;	3.55351e-01;	6.71348e-01;	1.19238e+00
1.65720e-01;	1.08004e+00;	1.37770e+00;	1.00079e+00
1.32037e+00;	3.32178e-01;	1.30907e+00;	9.58366e-01
1.39446e+00;	2.20110e-01;	9.40530e-01;	8.75743e-01
1.74532e+00;	4.59252e-01;	6.40665e-01;	8.81727e-01
5.71798e-01;	7.84526e-01;	6.00256e-01;	8.79032e-01
1.55990e-01;	2.67103e-01;	7.19276e-01;	9.11297e-01
1.08320e+00;	7.42818e-01;	5.01853e-01;	1.01876e+00
3.03844e-01;	1.12289e+00;	1.26910e+00;	1.06973e+00
1.19037e+00;	1.01795e+00;	1.19625e+00;	8.23552e-01
4.84964e+00;	3.93882e-01;	9.68592e-01;	1.02625e+00
6.64560e-01;	3.88960e-02;	9.74396e-01;	1.14217e+00
1.89069e+00;	4.78081e-01;	8.41845e-01;	9.58727e-01
1.24396e+00;	7.65010e-01;	1.02272e+00;	1.01755e+00
2.87671e-01;	1.17307e+00;	7.71689e-01;	1.04823e+00
4.90704e-01;	2.82524e-01;	1.05299e+00;	8.80655e-01
1.77190e-01;	4.16387e-01;	8.28814e-01;	1.03954e+00
6.03514e-02;	1.35494e+00;	1.04320e+00;	8.96096e-01
2.45939e+00;	1.64427e+00;	1.38614e+00;	9.20847e-01
1.48438e+00;	1.07917e+00;	7.88698e-01;	8.72806e-01
7.28744e-02;	3.93128e-01;	1.18992e+00;	9.28573e-01
2.09156e+00;	1.21961e+00;	4.86264e-01;	9.81976e-01
6.85663e-01;	1.03308e+00;	1.04995e+00;	9.26645e-01
1.09679e+00;	1.01656e+00;	6.84317e-01;	1.18933e+00
5.77256e-01;	1.32926e+00;	1.09735e+00;	9.92055e-01
1.08869e-01;	9.82549e-01;	1.02731e+00;	1.02145e+00
1.41428e+00;	9.33918e-01;	6.05816e-01;	1.02289e+00
3.80445e-01;	1.01150e+00;	1.23757e+00;	9.93411e-01
2.62919e-01;	3.13917e+00;	7.60918e-01;	1.04778e+00
2.97221e-01;	7.15936e-02;	1.41725e+00;	1.05605e+00
3.51040e-01;	1.49904e-01;	1.01988e+00;	1.02772e+00
1.82708e+00;	1.10595e+00;	7.10943e-01;	9.16835e-01
8.94012e-02;	8.48945e-01;	1.10049e+00;	8.45587e-01
2.25511e-01;	5.48645e-01;	4.16759e-01;	9.88850e-01
9.57634e-01;	5.37869e-01;	8.83106e-01;	9.86786e-01
3.99381e-01;	6.78569e-01;	8.23593e-01;	1.01314e+00
1.59774e+00;	6.71214e-01;	9.16506e-01;	1.08407e+00
2.10648e-02;	4.73545e-01;	9.19703e-01;	9.29117e-01
2.07020e+00;	3.24009e-01;	9.73284e-01;	1.21793e+00
7.94542e-02;	3.70877e+00;	2.04845e+00;	9.82870e-01
7.05995e-01;	3.62578e-01;	1.39871e+00;	1.08402e+00
2.15568e+00;	3.30338e-01;	9.73620e-01;	9.32916e-01
1.22814e+00;	1.46936e-01;	5.27380e-01;	9.80289e-01
5.41382e-01;	1.34589e+00;	1.25509e+00;	9.11411e-01
3.24335e-02;	1.11036e+00;	1.13771e+00;	9.57953e-01
6.81170e-01;	1.08110e+00;	6.51316e-01;	1.05865e+00
3.27175e-01;	4.36696e-01;	1.02757e+00;	1.04406e+00
1.76859e-01;	4.99880e-01;	1.01350e+00;	1.04602e+00
1.52772e+00;	4.02522e-02;	7.48352e-01;	8.56227e-01
4.02718e+00;	1.31888e+00;	1.22909e+00;	1.06678e+00
4.31341e-01;	1.35092e+00;	1.01657e+00;	8.17156e-01
2.56315e-02;	4.52712e-01;	1.19909e+00;	1.04012e+00
2.46163e-02;	3.53473e+00;	1.07648e+00;	9.62491e-01
1.91830e+00;	7.59235e-01;	9.51403e-01;	9.54688e-01
7.97630e-02;	1.09944e+00;	1.21909e+00;	9.54795e-01
4.07271e-01;	4.98067e-01;	8.25756e-01;	9.71596e-01
2.13795e+00;	2.40242e-01;	9.90655e-01;	9.96285e-01
3.18524e-01;	5.01811e-01;	8.86347e-01;	8.83425e-01
3.77849e+00;	1.74818e+00;	1.35943e+00;	1.08891e+00
5.47619e-01;	1.31121e-01;	7.67795e-01;	7.89284e-01
2.24827e-01;	2.21622e+00;	9.73030e-01;	9.96317e-01
6.77889e-01;	1.40120e+00;	1.71646e+00;	1.02505e+00
1.36178e+00;	5.51450e-01;	7.00598e-01;	1.05885e+00
3.54394e-01;	1.81888e+00;	4.36044e-01;	8.74411e-01
1.94562e+00;	1.61648e+00;	8.67514e-01;	1.01577e+00
3.20727e+00;	7.95766e-01;	1.33605e+00;	8.17930e-01
2.61329e-01;	7.87431e-01;	6.27240e-01;	9.47882e-01
2.03079e+00;	5.44082e-01;	1.51713e+00;	1.07705e+00
1.21899e-01;	1.02513e+00;	1.17398e+00;	9.19062e-01
5.68475e-01;	7.19476e-01;	1.54004e+00;	9.49638e-01
3.83056e+00;	7.19595e-01;	2.32732e+00;	9.90016e-01
1.56075e-01;	2.19304e+00;	9.41602e-01;	8.31363e-01
7.92285e-01;	4.80721e-01;	9.82247e-01;	8.82992e-01
9.71473e-01;	8.72176e-01;	1.59839e+00;	9.38213e-01
3.86605e-01;	1.43647e+00;	1.04893e+00;	1.12204e+00
1.06801e+00;	3.18020e+00;	7.60351e-01;	1.03077e+00
5.37502e-01;	4.54344e-01;	8.44974e-01;	9.51228e-01
1.64919e-01;	1.62617e-01;	1.41016e+00;	1.06692e+00
9.58063e-01;	6.07621e-01;	5.16222e-01;	1.11825e+00
3.19836e+00;	7.96359e-01;	6.69482e-01;	1.10528e+00
7.62440e-01;	2.02097e+00;	8.65125e-01;	9.92320e-01
6.47109e-01;	9.77923e-01;	7.40456e-01;	9.23080e-01
2.29642e-01;	2.95103e-01;	9.21584e-01;	1.22042e+00
2.67683e-01;	5.21113e-01;	4.87144e-01;	9.40838e-01
1.77580e+00;	2.09709e+00;	1.13708e+00;	9.81368e-01
1.31883e-01;	1.69422e+00;	1.23063e+00;	8.55553e-01
1.07332e+00;	1.09487e+00;	1.12088e+00;	1.05272e+00
4.98330e-01;	1.67887e+00;	7.92412e-01;	1.18000e+00
1.96479e-01;	1.58552e+00;	9.06105e-01;	1.01855e+00
3.34327e+00;	6.24057e-01;	9.94678e-01;	1.02801e+00
1.85416e+00;	4.04807e-01;	1.51027e+00;	8.81065e-01
9.68217e-01;	7.88577e-01;	1.06481e+00;	1.03110e+00
1.13380e+00;	3.79407e-01;	8.33543e-01;	9.09846e-01
3.32757e-01;	1.33006e+00;	1.06798e+00;	1.02293e+00
1.62191e-02;	2.64076e+00;	1.16490e+00;	1.29617e+00
4.74752e-01;	1.46675e+00;	1.14954e+00;	9.30568e-01
6.09663e-01;	2.36844e+00;	1.21141e+00;	9.89504e-01
1.40328e+00;	1.68812e+00;	1.03428e+00;	9.18537e-01
1.78661e+00;	1.52817e+00;	6.67514e-01;	1.26165e+00
1.01780e+00;	9.20343e-02;	7.99271e-01;	1.02522e+00
7.70771e-03;	9.58203e-01;	7.82427e-01;	9.99398e-01
4.99324e-01;	5.30574e-01;	1.20162e+00;	1.04717e+00
2.88752e-02;	1.97512e+00;	1.10496e+00;	1.04302e+00
8.17318e-01;	1.89300e+00;	8.68774e-01;	1.01025e+00
3.80293e+00;	1.16076e+00;	9.06087e-01;	1.03613e+00
3.60579e-01;	9.65057e-01;	9.17251e-01;	1.12427e+00
3.83788e-02;	2.92113e-01;	1.20823e+00;	1.21467e+00
5.28933e-01;	1.73440e-01;	8.97191e-01;	9.67097e-01
1.53333e+00;	3.56107e+00;	1.12270e+00;	1.00819e+00
7.91430e-02;	1.66086e+00;	1.27849e+00;	9.84773e-01
7.34201e-01;	1.22028e-01;	8.97436e-01;	1.14778e+00
1.46870e+00;	1.14896e+00;	1.01292e+00;	1.14118e+00
1.16872e-01;	5.54880e-01;	1.03617e+00;	1.06090e+00
8.48520e-02;	9.63704e-01;	1.49224e+00;	9.39586e-01
6.74234e-01;	1.58684e+00;	1.76695e+00;	8.41416e-01
1.35639e+00;	1.52847e+00;	1.22202e+00;	1.07712e+00
1.24236e+00;	6.21079e-01;	7.46671e-01;	1.02264e+00
3.05740e+00;	1.47249e+00;	1.42665e+00;	9.93348e-01
2.82702e-01;	4.85958e-01;	1.19799e+00;	1.17631e+00
1.90890e-01;	5.90201e-01;	1.31681e+00;	1.02066e+00
5.59652e-01;	2.47675e+00;	1.12635e+00;	1.05513e+00
6.42302e-01;	4.14248e-01;	1.09284e+00;	9.08620e-01
1.52603e+00;	2.04763e-01;	3.63276e-01;	9.61837e-01
1.56895e+00;	1.35474e+00;	1.15790e+00;	1.04908e+00
2.94902e-01;	1.08997e+00;	1.41707e+00;	1.07071e+00
3.13391e+00;	5.80829e-01;	1.28476e+00;	1.14519e+00
2.51951e+00;	3.18299e+00;	8.67789e-01;	9.10034e-01
3.58100e-01;	8.41849e-01;	1.12596e+00;	9.10577e-01
1.84504e+00;	1.42776e+00;	1.13217e+00;	8.85223e-01
2.37095e-01;	6.77638e-01;	8.71467e-01;	9.92710e-01
6.09497e-01;	1.00239e+00;	9.19663e-01;	9.43744e-01
7.51799e-01;	3.26811e-01;	1.59113e+00;	8.77101e-01
2.52172e-01;	7.76251e-01;	6.51112e-01;	8.95244e-01
6.04322e-01;	1.89925e+00;	9.63110e-01;	1.06535e+00
1.19864e+00;	6.01987e-01;	9.52789e-01;	1.01837e+00
4.77961e-01;	1.70027e+00;	1.25433e+00;	1.31659e+00
1.22026e+00;	1.44524e+00;	1.15294e+00;	1.08099e+00
4.00389e+00;	1.29479e+00;	7.95851e-01;	1.10168e+00
6.45308e-01;	1.78404e+00;	6.95677e-01;	1.02272e+00
8.18723e-02;	8.30961e-01;	1.40869e+00;	1.05487e+00
1.84132e+00;	7.98164e-01;	9.66731e-01;	1.03029e+00
3.75278e-01;	1.04200e+00;	1.53446e+00;	9.68488e-01
6.01787e-03;	4.71437e-01;	1.21355e+00;	9.73881e-01
2.07829e+00;	2.10733e+00;	1.48950e+00;	1.00918e+00
3.28955e+00;	1.37521e+00;	8.63446e-01;	9.70110e-01
8.79735e-01;	1.15745e+00;	1.35090e+00;	1.08195e+00
1.41647e+00;	8.83514e-01;	5.23323e-01;	9.51803e-01
6.86970e-02;	1.19964e+00;	7.47228e-01;	9.77471e-01
1.23080e+00;	4.27427e-01;	1.13948e+00;	9.83322e-01
6.76406e-01;	2.56154e-01;	1.23709e+00;	1.08117e+00
1.89492e+00;	1.16404e+00;	1.12514e+00;	9.59384e-01
1.52975e-01;	4.69277e-01;	7.19857e-01;	8.56908e-01
3.18643e+00;	1.25402e+00;	9.58038e-01;	8.90009e-01
1.03440e+00;	4.00784e-01;	8.26615e-01;	9.99224e-01
3.14076e+00;	2.31804e+00;	1.14759e+00;	1.10527e+00
7.35439e-01;	8.01455e-01;	1.86843e+00;	9.53284e-01
2.13143e-01;	2.50942e-02;	8.86642e-01;	9.86323e-01
9.85521e-02;	4.25301e-01;	1.03367e+00;	8.99287e-01
5.59458e-01;	6.63286e-01;	1.36657e+00;	1.18437e+00
7.70354e-01;	1.63397e+00;	6.41873e-01;	1.04502e+00
2.34838e+00;	1.05613e+00;	1.16706e+00;	9.51789e-01
6.94891e-01;	1.69135e+00;	1.19928e+00;	1.16133e+00
2.36860e-01;	3.14234e-01;	6.25361e-01;	1.01900e+00
1.63472e+00;	6.20644e-01;	7.10361e-01;	9.69545e-01
2.49847e+00;	1.00199e+00;	5.99533e-01;	8.48412e-01
1.84603e-01;	1.01473e+00;	8.19710e-01;	1.06512e+00
1.35666e+00;	1.04697e+00;	1.21383e+00;	1.01224e+00
1.88548e-01;	9.41618e-01;	9.95143e-01;	1.02420e+00
2.41750e-01;	1.45855e+00;	1.27841e+00;	9.12851e-01
5.70365e-01;	1.88974e-01;	1.27136e+00;	8.83954e-01
5.00108e-01;	1.14360e-01;	8.31558e-01;	1.09086e+00
4.46787e-01;	6.01487e-01;	5.86020e-01;	1.05870e+00
1.61552e+00;	7.98653e-01;	1.45931e+00;	9.22495e-01
1.43991e+00;	1.07396e+00;	6.08616e-01;	8.98258e-01
1.72173e-01;	1.02672e+00;	6.04658e-01;	1.00559e+00
1.64447e+00;	4.94569e-01;	1.75568e+00;	1.01594e+00
2.38554e+00;	8.41304e-01;	8.94658e-01;	9.74890e-01
1.82950e+00;	1.55426e+00;	1.02647e+00;	1.05286e+00
8.37419e-01;	3.48314e-01;	6.89116e-01;	1.14613e+00
1.70730e+00;	4.26139e-01;	1.28528e+00;	9.21638e-01
1.49833e+00;	6.06032e-01;	1.36834e+00;	8.75670e-01
2.85007e+00;	1.11342e+00;	6.48725e-01;	1.01947e+00
5.75072e-01;	1.20140e+00;	8.68598e-01;	1.18558e+00
1.25969e-01;	2.50368e-01;	9.91491e-01;	9.39998e-01
1.01479e-01;	6.08819e-01;	8.38510e-01;	9.20865e-01
4.69145e-01;	6.67966e-01;	1.04047e+00;	1.04769e+00
1.54095e+00;	6.05182e-01;	1.42490e+00;	1.06037e+00
2.85589e-01;	1.21204e+00;	9.62234e-01;	1.23466e+00
1.74369e+00;	1.45804e+00;	8.78319e-01;	1.00541e+00
9.33821e-01;	1.57487e-01;	1.20726e+00;	1.10755e+00
9.20487e-01;	2.47244e+00;	8.48441e-01;	7.67919e-01
1.33380e+00;	2.52619e+00;	7.01894e-01;	8.78252e-01
2.47204e-01;	3.85738e-01;	1.27651e+00;	1.15128e+00
6.37938e-01;	5.14160e-01;	1.19157e+00;	1.05760e+00
1.86090e-01;	2.73698e+00;	1.14488e+00;	1.02918e+00
2.76949e+00;	3.35214e-01;	7.29526e-01;	1.22554e+00
2.28698e-01;	5.90813e-01;	1.21648e+00;	1.04071e+00
1.25512e-02;	9.82710e-01;	9.52521e-01;	9.52263e-01
2.02375e-01;	1.06290e+00;	1.06387e+00;	1.10107e+00
